IdR,nom_repas,date_repas,adr_repas,nom_chevalier_dame
479,Banquet royal #78,2004-12-09,"boulevard de Payet, 94906 Saint Anastasie",Manon du Roger
480,Dîner de gala #5603,2014-11-09,"boulevard de Duhamel, 47717 Michel",Pierre Étienne Le Valentin
481,Souper d'apparat #1201,2012-01-03,"28, avenue Pauline Da Silva, 62216 Mullerboeuf",Laetitia Millet
482,Banquet royal #136,2013-07-25,"76, rue Seguin, 97369 Masson-sur-Paul",Roger Mathieu
483,Déjeuner des preux #1762,2009-09-09,"847, rue Guibert, 19423 Sainte JérômeBourg",Georges Hoarau
484,Festin des chevaliers #932,2019-01-16,"31, rue Pierre, 93476 Ruiz-les-Bains",Marie Bourgeois
485,Souper d'apparat #2844,2014-08-09,"chemin Besnard, 65528 Fouquet-sur-Moulin",Olivier Gautier
486,Souper d'apparat #5362,2001-07-22,"rue Bouvet, 35588 Clerc",Henri de Pinto
487,Dîner de gala #9753,2023-12-08,"boulevard Rousseau, 42956 Saint Sophie",Théophile de Lenoir
488,Souper d'apparat #7553,2008-08-14,"83, boulevard Bigot, 92791 Delorme-sur-Chevallier",Patricia Olivier
489,Souper d'apparat #2773,2008-02-01,"98, rue Loiseau, 67823 Martineau",Adrien Bonnet-Masson
490,Déjeuner des preux #6696,2002-04-03,"boulevard de Vidal, 35237 Vaillantboeuf",Guillaume Benoit
491,Dîner de gala #9815,2015-11-05,"rue Grondin, 20934 Richard-sur-Mer",Roland Goncalves
492,Agapes fraternelles #8632,2002-06-22,"18, chemin Jules Hamel, 35126 Perrin",Nicolas du Cohen
493,Dîner de gala #9576,2002-11-20,"48, avenue Mallet, 20613 Duvalnec",Constance Rodriguez-Gosselin
494,Festin des chevaliers #9158,2015-12-28,"5, avenue de Mary, 67528 Mariedan",Benjamin Garnier
495,Banquet royal #3376,2007-08-29,"boulevard Laure Baron, 46480 Poirierdan",Jules Joubert
496,Dîner de gala #6391,2011-07-15,"87, avenue de Payet, 18339 Antoine",Alphonse Léger
497,Dîner de gala #8335,2004-02-08,"1, boulevard de Diallo, 79243 BodinBourg",Julie Blot
498,Dîner de gala #7225,2002-12-19,"avenue de Blanchard, 79810 Leblanc-sur-Mer",Alain Maillot
499,Souper d'apparat #4380,2003-07-21,"chemin Berger, 94857 Descampsboeuf",Richard Gaillard
500,Souper d'apparat #4335,2018-12-12,"407, rue Gosselin, 97473 Saint Renée-sur-Mer",Adèle-Margaux Rey
501,Festin des chevaliers #6089,2006-06-26,"rue Luc Guyot, 83334 Henry",Isabelle Bigot
502,Agapes fraternelles #7353,2014-04-10,"45, rue Daniel, 39795 Duhamel",Michelle Hardy Le Joly
503,Souper d'apparat #353,2000-02-06,"69, chemin Lefort, 68902 Lecoq",Philippine-Laetitia Verdier
504,Souper d'apparat #5522,2007-06-02,"44, avenue Sébastien Giraud, 19379 Sainte Anastasi",Arnaude Dupré de Philippe
505,Agapes fraternelles #6629,2021-08-04,"44, avenue Lemoine, 69981 Meunierboeuf",Gilles Aubry
506,Dîner de gala #6829,2005-11-08,"71, chemin Éléonore Georges, 16481 Rousseau",Margaud-Christelle Marion
507,Souper d'apparat #7741,2008-07-07,"782, boulevard De Oliveira, 97669 Tessiernec",Isabelle du Delattre
508,Dîner de gala #2827,2021-04-22,"109, boulevard Suzanne Durand, 44805 Sainte Alexan",Roland Lacombe
509,Agapes fraternelles #3743,2020-01-20,"66, boulevard de Morvan, 29653 Lecoq",Vincent Raymond
510,Agapes fraternelles #3766,2023-10-31,"38, chemin Guibert, 09554 David",Henriette Le Pottier
511,Agapes fraternelles #8263,2015-12-26,"31, avenue Jean, 62803 Bailly",Antoine Jacques
512,Souper d'apparat #1026,2012-09-19,"27, rue Leleu, 50795 Ferrand-sur-Meyer",Alain Boyer
513,Agapes fraternelles #1508,2006-02-06,"869, rue Robert Lucas, 28934 Baron",Margaux Jacquot
514,Déjeuner des preux #6659,2003-10-08,"53, rue de Briand, 73129 GuyonBourg",Dorothée Torres du Leclerc
515,Déjeuner des preux #7621,2016-02-17,"249, rue Lejeune, 04637 Morvannec",Arnaude du Bonnin
516,Dîner de gala #8631,2023-05-30,"8, rue Jean Perrier, 56692 Gaillard",Victor Samson-Carpentier
517,Déjeuner des preux #7993,2006-03-14,"84, boulevard Hamon, 83344 Sainte Daniel-sur-Mer",Marguerite Fontaine-Berthelot
518,Agapes fraternelles #2788,2015-11-14,"44, avenue Alexandre Nguyen, 38546 Sainte Inès",Marianne David de Pons
519,Banquet royal #2932,2008-10-23,"5, chemin Guillaume, 02962 Lemonnier",Éric Poulain
520,Dîner de gala #9495,2006-08-30,"25, boulevard de Muller, 64942 Verdier",Marc Louis-Coste
521,Banquet royal #1788,2013-11-26,"rue de Pineau, 28807 Saint Genevièveboeuf",Anastasie Germain
522,Déjeuner des preux #7034,2012-07-17,"665, rue Ledoux, 55261 Gérard",Virginie Allard
523,Agapes fraternelles #5013,2019-02-01,"rue Costa, 65911 Morin",Michèle Joseph
524,Agapes fraternelles #9819,2010-03-30,"33, avenue de Cordier, 83507 Imbert",Emmanuel Gonzalez
525,Festin des chevaliers #9624,2012-12-21,"135, avenue Chauvin, 02703 Perezboeuf",Virginie Leclercq
526,Agapes fraternelles #1875,2021-03-05,"38, avenue de Legendre, 59579 Leleu",Marcelle Seguin Le Raynaud
527,Déjeuner des preux #3924,2001-04-14,"57, rue de Langlois, 56785 Roussel",Aimée Daniel
528,Dîner de gala #496,2020-04-10,"rue Marguerite Michaud, 45969 Pasquier",Zoé Dufour
529,Banquet royal #9823,2005-07-11,"49, avenue Olivie Faure, 27538 Leclerc-sur-Gonzale",Victor Guérin
530,Dîner de gala #996,2024-06-20,"20, avenue de Mendès, 28518 Turpinboeuf",Pénélope Dufour
531,Dîner de gala #5861,2015-03-04,"79, avenue Joseph, 67415 Moreau-les-Bains",Bernard Fouquet-Deschamps
532,Festin des chevaliers #2027,2013-01-22,"2, avenue de Martins, 97161 Petitjean-les-Bains",Pierre Munoz
533,Agapes fraternelles #3236,2016-07-29,"chemin Marianne Fontaine, 20840 Hamel",Margot Valentin
534,Souper d'apparat #9922,2011-08-10,"19, rue Delaunay, 30668 Garcia-sur-Lemaire",Nathalie Bourdon
535,Dîner de gala #4028,2024-07-03,"50, chemin Nath Legendre, 84949 Sainte Corinne",Virginie Bourdon-Delannoy
536,Dîner de gala #7743,2010-02-12,"22, rue Stéphanie Benoit, 20549 Saint Sylvieboeuf",Vincent-Patrick Delorme
537,Déjeuner des preux #4071,2011-05-19,"24, chemin de Delaunay, 62112 Blin-la-Forêt",Philippine Perrot
538,Déjeuner des preux #5413,2021-05-08,"41, chemin Antoine Rémy, 13410 Perrierboeuf",Nathalie de Petit
539,Souper d'apparat #4922,2001-10-06,"rue Suzanne Nguyen, 39716 Leleu-les-Bains",Thomas Le Roux
540,Dîner de gala #2827,2002-08-29,"165, chemin de Verdier, 60800 Potier",Nath de Bourdon
541,Banquet royal #5732,2001-12-13,"913, chemin de Breton, 24989 Fernandez",Frédéric Poirier du Riou
542,Festin des chevaliers #5503,2012-07-08,"99, boulevard Leroux, 56998 Sainte Margaux",Josette-Margot Lebon
543,Agapes fraternelles #5128,2000-01-17,"73, rue Dorothée Toussaint, 09100 Jourdandan",Paul Guilbert
544,Dîner de gala #4907,2010-09-09,"boulevard Augustin Lévy, 37653 Saint Isaac",Matthieu Hoareau
545,Déjeuner des preux #6292,2018-04-18,"79, boulevard Ferrand, 92955 Saint Anastasienec",Émile Colin
546,Festin des chevaliers #9372,2000-02-10,"chemin de Étienne, 39835 Weiss",Valentine Aubert
547,Déjeuner des preux #271,2001-07-03,"665, chemin Techer, 97454 Leconte",Grégoire Gallet
548,Agapes fraternelles #4481,2002-05-04,"858, rue de Leclercq, 52671 Guichard",Raymond Coulon
549,Souper d'apparat #1719,2011-12-25,"394, boulevard Aurore Reynaud, 36134 Fontaine",Martine Leclerc de la François
550,Dîner de gala #3880,2015-11-11,"2, rue Guichard, 25301 Clément",André Courtois
551,Agapes fraternelles #1398,2020-01-06,"30, rue Roger Chauveau, 55580 Guyot",Michel-Matthieu Leconte
552,Dîner de gala #879,2010-04-05,"90, rue Marguerite Lemonnier, 84413 Chauveau",Élise Alves Le Fabre
553,Agapes fraternelles #4578,2017-12-21,"89, chemin Garcia, 79743 Sainte Nicole",Laetitia Mahe-Jacob
554,Dîner de gala #5384,2018-11-26,"81, boulevard Aurore Julien, 65266 Techerboeuf",Hugues-Isaac Renault
555,Dîner de gala #7891,2020-07-12,"4, avenue Martineau, 05862 Saint Capucine",Frédéric Jacques-Denis
556,Festin des chevaliers #8744,2015-02-26,"76, rue David Delahaye, 24255 Rivière-sur-Mer",Colette de la Dupont
557,Dîner de gala #7934,2004-07-21,"860, boulevard Goncalves, 57109 Jacques",Sébastien de Nicolas
558,Banquet royal #3783,2021-03-02,"47, avenue Jourdan, 39153 Descamps",Dominique Godard du Boyer
559,Souper d'apparat #4197,2003-02-23,"16, rue Maury, 82111 Hoareau",Paul Fontaine de Weber
560,Banquet royal #3697,2009-10-02,"58, chemin Aimé Coste, 30318 Saint JosetteVille",Georges Lévêque
561,Dîner de gala #9937,2000-11-20,"62, rue Bousquet, 72974 Moulin",Noël-Guy Monnier
562,Banquet royal #5121,2020-03-04,"4, boulevard Guillet, 62422 Ribeiro",Thomas Fouquet
563,Agapes fraternelles #1635,2005-12-21,"97, boulevard Suzanne Laporte, 02912 Vincent-la-Fo",Jacques Rousseau
564,Déjeuner des preux #4963,2006-12-13,"94, boulevard de Guillaume, 09456 Riou",Étienne Richard
565,Festin des chevaliers #361,2002-12-11,"79, boulevard Duhamel, 37960 Boulanger",Joseph Bailly
566,Souper d'apparat #7656,2022-02-06,"155, boulevard Martine Colas, 22949 Morindan",Michelle Ribeiro
567,Dîner de gala #6050,2014-12-16,"9, avenue Mary, 58557 Saint Franckdan",Jean Rodrigues
568,Déjeuner des preux #5206,2018-08-13,"1, rue de Daniel, 65409 Sainte Marcel-sur-Mer",Frédéric Vallet de Denis
569,Agapes fraternelles #5515,2006-05-17,"20, rue Gilbert, 10937 Saint Franck",Louise Durand
570,Festin des chevaliers #3647,2001-10-20,"31, avenue de Launay, 09717 Antoine",Marguerite Parent
571,Festin des chevaliers #9693,2016-07-28,"rue de Collin, 68159 Roger",Michelle Martel
572,Déjeuner des preux #6499,2023-06-09,"30, boulevard Josette Aubert, 05330 Saint Raymond",Bertrand-Philippe Seguin
573,Déjeuner des preux #4914,2004-09-14,"70, avenue de Moreau, 87646 Barbier",Christelle Gimenez
574,Festin des chevaliers #342,2022-01-28,"26, rue Adèle Gérard, 71244 Lesage-les-Bains",Gilbert Julien Le Rodriguez
575,Banquet royal #8111,2006-04-18,"57, avenue Margaret Ferreira, 43384 Saint Isaacboe",Alexandre Colin de Germain
576,Agapes fraternelles #7130,2002-09-26,"boulevard Valentin, 12998 Saint Bernard-sur-Mer",Aurélie Henry
577,Déjeuner des preux #9796,2014-01-12,"8, chemin de Da Silva, 01784 Moreau",Yves Thierry
578,Souper d'apparat #5771,2018-10-22,"2, boulevard Frédéric Robert, 51943 Sainte Maggie-",Augustin Faivre
579,Déjeuner des preux #933,2021-10-26,"639, chemin Meunier, 07494 MarionBourg",Alphonse-David Lévêque
580,Dîner de gala #6126,2015-03-08,"762, avenue Cordier, 39807 Saint Georges",Zacharie Roy
581,Banquet royal #8594,2001-06-20,"13, boulevard de Leclercq, 68430 Martin",Rémy Hamon
582,Souper d'apparat #8830,2007-05-04,"boulevard de Lévy, 40369 Teixeira-sur-Mer",Patrick Breton
583,Souper d'apparat #6253,2016-11-18,"444, boulevard de Imbert, 74461 MorinVille",Paulette Grondin
584,Agapes fraternelles #3762,2002-03-27,"boulevard de Louis, 91474 Leclercq",Alain Guilbert-Letellier
585,Souper d'apparat #2703,2019-04-01,"8, chemin Morel, 81187 Rodriguez",Charles Ferrand
586,Dîner de gala #2463,2011-02-19,"682, boulevard de Daniel, 07636 Saint Louise",Isabelle Gonzalez
587,Agapes fraternelles #4270,2019-07-13,"92, rue Fischer, 67122 Saint PierreVille",Josette Morel
588,Dîner de gala #3081,2019-08-14,"1, chemin Garcia, 73370 De Oliveira",Capucine de la Lucas
589,Dîner de gala #4377,2023-02-06,"7, boulevard Marcel Clément, 69631 Deschamps-sur-D",Augustin Carre
590,Agapes fraternelles #1673,2023-09-06,"348, avenue de Carre, 73576 GomesBourg",Thibaut de la Bazin
591,Agapes fraternelles #6542,2014-07-28,"15, chemin de Bouvet, 43695 Collet",Célina Guillon
592,Agapes fraternelles #3112,2003-08-28,"boulevard Zoé Chauvet, 66878 Gauthiernec",Colette Coste
593,Déjeuner des preux #1223,2004-10-14,"30, rue Richard, 82228 Simon",Maurice Carlier
594,Déjeuner des preux #5401,2005-10-04,"rue Morel, 58625 Sainte Aimé",Aimé Carre
595,Souper d'apparat #2936,2000-02-04,"471, chemin Da Silva, 68929 Rodriguez",Roland Besson
596,Dîner de gala #358,2012-05-14,"boulevard Jacques Bernard, 78810 PruvostVille",Victor Marty-Pires
597,Dîner de gala #6488,2015-10-13,"7, chemin Guy Bonnet, 23839 Ramos",Raymond de Roy
598,Banquet royal #342,2020-01-15,"75, rue de Hubert, 80698 BouvierVille",Stéphane Camus
599,Banquet royal #6687,2003-12-01,"48, chemin Vincent, 16375 Saint Julienboeuf",Stéphanie Tanguy
600,Dîner de gala #6968,2019-01-07,"79, avenue Diallo, 77133 Lévy",Isaac Girard
601,Festin des chevaliers #9956,2014-04-02,"rue Duhamel, 06929 Lefort-les-Bains",Charlotte Seguin
602,Déjeuner des preux #4778,2021-06-22,"879, rue Breton, 44853 Sainte Roger-la-Forêt",Alex Fischer-Launay
603,Dîner de gala #5308,2007-05-06,"15, rue Andrée Maillard, 93524 Bouchet",Marcelle Jacquet
604,Agapes fraternelles #3533,2015-06-06,"7, rue Claudine Poulain, 23203 Chevallier",Michel Bègue
605,Dîner de gala #7695,2013-04-19,"2, boulevard Margaux Dos Santos, 68732 MartinezBou",Lucas Roche
606,Déjeuner des preux #8747,2000-05-08,"14, boulevard de Martineau, 94685 Hebert",Aimé-Patrick Bourdon
607,Festin des chevaliers #4,2024-01-28,"12, rue Jourdan, 53824 Chauvet",Mathilde Maillet
608,Festin des chevaliers #2750,2019-02-09,"33, chemin de Godard, 42456 Delahayeboeuf",Philippe Mendès-Seguin
609,Festin des chevaliers #547,2011-04-29,"rue de Da Silva, 30104 Cousin",Alex Bonnet
610,Souper d'apparat #719,2004-10-01,"6, rue Manon Petit, 38621 Chauvet",Julien Meunier
611,Souper d'apparat #7972,2017-03-05,"boulevard de Pinto, 30804 Toussaint",Gilbert Jacquot
612,Dîner de gala #3294,2006-12-18,"avenue Robert Pierre, 23234 Berger-sur-Mer",Paul Vidal
613,Agapes fraternelles #3727,2005-07-20,"92, chemin de Normand, 41214 Saint LaurenceVille",Pénélope-Simone Peltier
614,Dîner de gala #3168,2002-12-25,"33, avenue de Jacques, 73469 Saint Laurenec",Frédéric Dupuis du Lopes
615,Déjeuner des preux #1969,2018-07-06,"86, chemin Coulon, 18184 Munoz",Franck Moreau de la Louis
616,Agapes fraternelles #5980,2002-11-07,"boulevard Roger Legros, 97695 Roy",Juliette Boulanger
617,Banquet royal #2139,2002-01-05,"27, boulevard Renée Raymond, 50759 Saint Julesdan",Charles Hoarau
618,Banquet royal #9304,2005-02-21,"44, boulevard Bailly, 97696 Chrétien-sur-Mer",Gabriel Marty
619,Dîner de gala #6444,2020-08-14,"chemin Moulin, 23406 Fischer-les-Bains",Louis Verdier-Maillard
620,Déjeuner des preux #5086,2005-07-13,"32, avenue Foucher, 08702 Huet",Sophie Ribeiro
621,Déjeuner des preux #5780,2018-02-13,"avenue Bigot, 32898 Sainte Émilie",Georges Lagarde-Maillet
622,Dîner de gala #8079,2024-06-28,"28, chemin de Guillon, 26648 Benoit",Hugues Pasquier de Collin
623,Festin des chevaliers #3803,2010-01-24,"93, avenue de David, 69727 Sauvage",Joseph Maillet
624,Agapes fraternelles #8147,2023-08-21,"817, chemin de Lemaire, 77358 Weber",Isabelle Gomez-Leclercq
625,Souper d'apparat #3139,2018-01-12,"40, rue de Andre, 16715 Charrierboeuf",Denise Vincent
626,Souper d'apparat #438,2023-11-29,"68, rue Adélaïde Perrot, 83376 Vaillant",Nathalie Roussel
627,Déjeuner des preux #2263,2004-01-09,"4, boulevard Imbert, 07318 Perrot-les-Bains",Frédéric Martin
628,Souper d'apparat #3421,2022-09-23,"59, boulevard Peron, 51855 Torres",Valentine Maréchal-Becker
629,Festin des chevaliers #8437,2010-11-25,"93, chemin de Simon, 07605 Fernandes",Théophile Morvan
630,Dîner de gala #7632,2012-01-01,"73, boulevard de Girard, 48939 Sainte Roland-sur-M",Roger-Daniel Louis
631,Souper d'apparat #6962,2015-02-27,"658, boulevard Toussaint, 29995 Sauvage",Pauline Gaudin Le Lévy
632,Déjeuner des preux #9296,2016-09-07,"57, rue Duhamel, 58169 Marchal-sur-Fleury",Valérie de la Colas
633,Agapes fraternelles #1176,2005-12-23,"boulevard Arnaude Munoz, 88423 Imbert",Michèle Rousset
634,Dîner de gala #1172,2022-07-23,"18, boulevard Guyon, 91112 Teixeira",Geneviève Maillot
635,Dîner de gala #2371,2000-09-16,"72, rue Bertrand, 11565 Robin",Danielle Gaillard
636,Dîner de gala #5797,2018-12-02,"99, rue de Leroux, 75167 PereiraBourg",Amélie Pascal-Nguyen
637,Agapes fraternelles #3577,2014-08-24,"72, boulevard Salmon, 37328 Schneider-sur-Mer",Patrick Collet
638,Souper d'apparat #6935,2007-04-26,"52, rue David, 64726 Schmitt",Marthe Blanchard
639,Dîner de gala #1401,2011-06-25,"42, rue de Renard, 72724 Laine",Hortense Allard
640,Souper d'apparat #492,2012-05-19,"45, rue Nicolas Leblanc, 05640 Hebertnec",Inès Hardy-Guillou
641,Festin des chevaliers #574,2007-09-04,"77, chemin de Bonnin, 09370 Guichard",Paulette Arnaud
642,Festin des chevaliers #3261,2013-10-20,"45, boulevard Dufour, 54883 Saint Michèle",Stéphane Gimenez
643,Agapes fraternelles #8548,2006-09-26,"26, boulevard de Robert, 44969 Sainte Alice",Jean Clément
644,Banquet royal #9055,2019-01-29,"13, avenue Poirier, 80216 Saint Matthieu",Philippine Peron
645,Déjeuner des preux #7305,2024-12-15,"11, chemin Timothée Raymond, 91434 Hebert",Arnaude Loiseau
646,Souper d'apparat #4048,2005-04-06,"65, rue de Bazin, 21177 Bigot",Valentine Delaunay
647,Agapes fraternelles #5003,2008-04-10,"31, avenue Stéphanie Rossi, 70617 Coulondan",Sébastien Duval
648,Festin des chevaliers #2703,2013-04-25,"66, chemin Robert, 18424 Caron-sur-Bouvet",François de la Faure
649,Souper d'apparat #6231,2000-06-19,"3, rue de Durand, 07674 Gautierdan",Margaret Guillou
650,Banquet royal #3140,2013-10-19,"7, chemin Colas, 34100 Rousset",Noël Grégoire
651,Souper d'apparat #9565,2003-06-17,"36, avenue Jeannine Marty, 89858 Delannoy-la-Forêt",Timothée Bailly
652,Dîner de gala #1272,2008-11-07,"48, rue Émile Guillou, 38765 Gérard",Marguerite Neveu Le Boucher
653,Agapes fraternelles #9946,2007-07-14,"85, boulevard Daniel Prévost, 97139 Jourdan-les-Ba",Charles Pineau
654,Souper d'apparat #4379,2024-03-26,"119, rue Gaudin, 50396 Dijoux-sur-Lemonnier",Emmanuel Bonnin
655,Agapes fraternelles #5855,2021-02-26,"15, rue de Bègue, 18315 Roche-la-Forêt",Lucas Michel
656,Banquet royal #7420,2022-07-22,"227, chemin de Raynaud, 75603 Sainte Bernadetteboe",Matthieu Tessier
657,Banquet royal #6959,2022-07-22,"2, rue Lopez, 85156 Vaillant",Denise Peltier-Moreau
658,Souper d'apparat #4069,2005-02-26,"14, boulevard Henriette Rey, 42560 Coste",Denis Chevallier
659,Déjeuner des preux #4502,2001-08-07,"rue Théophile Rossi, 85613 Baudry",Simone-Arnaude Gallet
660,Agapes fraternelles #3980,2022-08-19,"rue Guillaume Clerc, 01178 Durand",Margot Hubert
661,Festin des chevaliers #7870,2021-03-20,"7, rue Navarro, 21242 Verdier-sur-Navarro",Philippe Alexandre
662,Festin des chevaliers #5408,2013-05-19,"47, avenue Maréchal, 86266 Sainte Olivie",Benoît Becker
663,Agapes fraternelles #5160,2008-03-28,"861, boulevard Stéphanie Lemaître, 38739 Moreldan",Robert-Victor Cousin
664,Festin des chevaliers #4810,2015-01-07,"2, rue Louis, 90536 Bazinboeuf",Louise Delahaye
665,Déjeuner des preux #4611,2022-08-10,"boulevard Barthelemy, 61189 Teixeira",Théophile Benoit
666,Agapes fraternelles #1501,2024-10-12,"109, rue de Devaux, 15619 Martel",Marcelle Valette
667,Festin des chevaliers #793,2016-01-25,"88, chemin Courtois, 07878 Oliviernec",Guy Ledoux
668,Déjeuner des preux #2428,2003-05-25,"chemin de Blin, 30278 Fernandes",Édouard Guillaume-Paul
669,Banquet royal #3598,2005-10-08,"boulevard de Monnier, 36333 Mathieudan",Anouk de Nguyen
670,Agapes fraternelles #5249,2019-12-24,"99, rue Julien, 95478 Baudry-les-Bains",Catherine Le Mace
671,Banquet royal #913,2024-09-24,"72, rue Schmitt, 82347 Bruneau",Louise Guilbert
672,Festin des chevaliers #5202,2024-01-27,"rue Pénélope Dumont, 58349 Sainte Élisabeth-la-For",Sébastien Guillon
673,Festin des chevaliers #4099,2002-06-02,"5, boulevard de Gilles, 82896 Bessondan",Michelle Perrot de la Chevalier
674,Banquet royal #1516,2024-08-28,"rue Michel Hernandez, 39690 Gaudin-la-Forêt",Franck-Georges Bourgeois
675,Banquet royal #9620,2023-01-03,"634, boulevard de Bonnet, 02472 Sainte MarineBourg",Adèle Meyer-Bailly
676,Dîner de gala #4781,2022-05-11,"984, boulevard Chevallier, 27332 Breton",Thierry-Rémy Da Costa
677,Dîner de gala #261,2002-02-07,"5, boulevard Stéphanie Wagner, 82217 Verdier-sur-S",Madeleine Renault
678,Souper d'apparat #1015,2010-06-03,"27, chemin de Lemaître, 56962 Barbier",Lucas Baron
679,Agapes fraternelles #8518,2023-12-20,"78, boulevard Luc Camus, 92958 Fouquet-sur-Ollivie",Nathalie Gillet
680,Banquet royal #1717,2017-02-21,"chemin Lopez, 63100 Perrin",Valentine du Grégoire
681,Déjeuner des preux #1267,2011-11-06,"50, boulevard Pelletier, 59469 Vidal-la-Forêt",Roger Delmas-Payet
682,Festin des chevaliers #112,2006-03-31,"46, rue Laetitia Renard, 75916 Gomez",Maggie Le Goff Le Guillot
683,Déjeuner des preux #8820,2018-05-20,"boulevard Gaillard, 35827 Lévêque-sur-Masse",Océane Huet-Gros
684,Souper d'apparat #9255,2021-08-18,"5, boulevard Delattre, 44184 Philippe",Franck Delaunay
685,Dîner de gala #4072,2003-04-15,"5, rue Lévy, 80196 Boulay",Valérie Laroche
686,Déjeuner des preux #2837,2002-07-24,"65, rue de Legrand, 41299 Fischer",Alain Weiss
687,Festin des chevaliers #6237,2013-08-01,"56, rue Marianne François, 19753 Sainte Robert",Thomas de la Maillot
688,Banquet royal #9750,2007-05-04,"1, rue Gros, 97363 Saint Guillaume",René Leroux
689,Souper d'apparat #3548,2024-10-04,"80, avenue de Gomez, 23616 Legrand",Laurent Jacob-Lemaître
690,Banquet royal #3126,2012-12-25,"rue Vincent, 79689 Blanchard",Lucy Humbert-Menard
691,Agapes fraternelles #973,2021-06-07,"65, rue Corinne Faure, 58635 Blanc",Claudine Vallet
692,Festin des chevaliers #2474,2022-09-15,"179, rue de Vallet, 36853 Guillot",Yves Bodin
693,Agapes fraternelles #6676,2006-11-06,"688, rue de Marty, 71314 Le Goff-sur-Fernandez",Alexandre Leconte-Laporte
694,Agapes fraternelles #4623,2000-08-19,"366, boulevard Audrey Tessier, 42161 Dufour-sur-Ga",Raymond-Jean Mathieu
695,Agapes fraternelles #6823,2010-07-24,"91, boulevard de Laurent, 02349 Guillet",Patrick Schmitt
696,Festin des chevaliers #3346,2001-10-15,"45, avenue de Leclerc, 91659 Ruizdan",Théophile Guérin
697,Souper d'apparat #2562,2014-12-16,"51, rue Pons, 26450 David",Martin Lejeune
698,Agapes fraternelles #6442,2008-07-21,"863, chemin Roux, 65703 Ferranddan",Sophie De Oliveira
699,Festin des chevaliers #9295,2013-06-03,"794, rue Picard, 87464 Lenoir-sur-Lemaire",Caroline Martins
700,Dîner de gala #5273,2011-04-18,"rue Benard, 19467 Pires-les-Bains",Capucine Le Vasseur
701,Dîner de gala #9577,2005-04-26,"3, rue de Lagarde, 41527 Bonnet",Sabine Pasquier
702,Festin des chevaliers #6386,2003-06-14,"avenue Maury, 97631 Pelletier",Timothée Grégoire
703,Déjeuner des preux #6754,2004-08-28,"872, chemin de Baudry, 03419 Perrot",Suzanne Evrard-Bailly
704,Banquet royal #6760,2011-10-19,"31, rue de Durand, 94857 DidierBourg",Rémy Noël
705,Banquet royal #5794,2016-04-06,"29, boulevard Joubert, 53822 GilbertVille",Noël Gay-Boulanger
706,Dîner de gala #5944,2000-09-11,"30, chemin Bertrand Guilbert, 26139 Moreno",Victor Guibert
707,Agapes fraternelles #5197,2022-10-25,"rue Denise Pascal, 61193 Fernandes",Michelle Colin
708,Déjeuner des preux #8750,2022-06-20,"avenue de Girard, 77953 Perrin-sur-Mer",Denise Hamel
709,Festin des chevaliers #2398,2005-08-27,"383, boulevard Perrier, 61823 Hardy",Thérèse Le Cohen
710,Festin des chevaliers #471,2009-03-09,"9, chemin de Lacombe, 95361 Renard-sur-Marty",Antoine Maury
711,Dîner de gala #8255,2007-01-17,"3, avenue de De Oliveira, 93914 Guérin-sur-Barthel",René Dias
712,Festin des chevaliers #2921,2023-12-15,"339, boulevard Courtois, 52664 Gaudin",Astrid Legros
713,Agapes fraternelles #6194,2019-04-16,"36, chemin de Mendès, 37820 MartyBourg",Georges-Antoine Dumont
714,Dîner de gala #5302,2018-02-25,"8, boulevard Isaac Da Silva, 25947 Besnard",Hugues Allain du Gauthier
715,Festin des chevaliers #7645,2007-07-30,"39, boulevard Édouard Valentin, 97447 Lefort",Marine Gallet
716,Souper d'apparat #629,2000-08-10,"95, avenue Christophe Vincent, 20627 Bernier",Alexandria du Bruneau
717,Agapes fraternelles #374,2007-03-22,"5, rue de Cohen, 41502 Parent",Jérôme Le Roux
718,Dîner de gala #5657,2013-12-07,"884, chemin Guy Fontaine, 70143 Guillot",Alexandre Lelièvre
719,Banquet royal #6728,2009-01-10,"1, rue Étienne, 75162 Sainte Zacharie",Frédérique de Grégoire
720,Déjeuner des preux #4651,2004-02-28,"79, boulevard de Leroy, 05309 Marquesboeuf",Marine Leduc
721,Festin des chevaliers #5312,2009-08-10,"997, chemin Olivie Buisson, 48359 Saint Pauline-su",Victor Lenoir Le Leclerc
722,Agapes fraternelles #5263,2008-05-18,"23, rue Berthelot, 20185 Sainte Adrien",Marcelle du Torres
723,Banquet royal #9100,2007-05-12,"99, rue de Hamon, 06284 Lemonnier",Madeleine Merle
724,Déjeuner des preux #6127,2019-09-25,"218, boulevard Colette Rousseau, 72270 Boutin",François Besnard
725,Banquet royal #465,2012-05-23,"1, chemin Honoré Michel, 93285 Loiseau-sur-Sauvage",Xavier Lemaire
726,Banquet royal #1822,2024-09-05,"8, rue de Gimenez, 72575 OllivierBourg",Benoît Lévêque
727,Agapes fraternelles #4498,2023-12-25,"68, rue de Legrand, 88729 Sainte Paul",Thibault-Yves Petitjean
728,Déjeuner des preux #8370,2005-06-08,"13, avenue Martins, 62526 Leconte",Nicolas Charles
729,Dîner de gala #7061,2014-01-14,"9, chemin Bourgeois, 57268 Saint Jacques-sur-Mer",Grégoire Hernandez
730,Souper d'apparat #2809,2022-03-16,"53, boulevard Daniel Girard, 84601 Sainte Noël",Valérie Labbé
