IdR,nom_repas,date_repas,adr_repas,nom_chevalier_dame
1472,Banquet royal #7380,2023-06-16,95 Rue de la Paix,Perceval Pendragon
1473,Festin des chevaliers #4264,2024-09-12,48 Allée des Preux,Lancelot d'Orkney
1474,Festin des chevaliers #9380,2020-07-18,136 Avenue des Chevaliers,Élaine de Galles
1475,Festin des chevaliers #611,2023-01-28,111 Place d'Armes,Tristan de Gaule
1476,Banquet royal #4584,2017-12-28,51 Place d'Armes,Guenièvre de Gaule
1477,Agapes fraternelles #1943,2021-06-23,177 Place d'Armes,Guenièvre du Lac
1478,Agapes fraternelles #9746,2015-01-20,14 Avenue des Chevaliers,Élaine de Bretagne
1479,Festin des chevaliers #2758,2015-12-09,76 Rue de la Paix,Tristan des Îles
1480,Agapes fraternelles #6498,2023-03-24,34 Place d'Armes,Lancelot du Lac
1481,Déjeuner des preux #7901,2013-04-12,26 Boulevard du Roi,Tristan du Lac
1482,Agapes fraternelles #8660,2017-06-26,96 Allée des Preux,Arthur du Lac
1483,Déjeuner des preux #8142,2016-06-30,38 Avenue des Chevaliers,Tristan des Îles
1484,Festin des chevaliers #933,2019-08-16,132 Place d'Armes,Iseult de Lyonesse
1485,Souper d'apparat #6445,2024-11-16,97 Avenue des Chevaliers,Arthur des Îles
1486,Banquet royal #6194,2023-11-20,138 Chemin des Dames,Élaine de Bretagne
1487,Banquet royal #4600,2023-11-05,35 Place d'Armes,Guenièvre de Cornouailles
1488,Agapes fraternelles #3708,2020-04-15,85 Avenue des Chevaliers,Élaine Pendragon
1489,Souper d'apparat #6626,2018-10-21,61 Avenue des Chevaliers,Perceval de Cornouailles
1490,Déjeuner des preux #9616,2008-03-22,161 Place d'Armes,Viviane de Cornouailles
1491,Souper d'apparat #8281,2014-03-05,150 Allée des Preux,Viviane de Cornouailles
1492,Souper d'apparat #1054,2024-10-15,14 Allée des Preux,Viviane de Galles
1493,Festin des chevaliers #1280,2017-11-23,87 Avenue des Chevaliers,Viviane Pendragon
1494,Déjeuner des preux #9194,2018-04-06,75 Boulevard du Roi,Gauvain de Gaule
1495,Déjeuner des preux #5668,2020-07-17,13 Boulevard du Roi,Tristan de Cornouailles
1496,Agapes fraternelles #5830,2014-11-02,9 Allée des Preux,Morgane de Bretagne
1497,Agapes fraternelles #3616,2024-10-21,80 Boulevard du Roi,Gauvain de Gaule
1498,Banquet royal #4281,2024-08-16,98 Boulevard du Roi,Arthur de Cornouailles
1499,Dîner de gala #6934,2022-04-21,22 Avenue des Chevaliers,Iseult du Lac
1500,Dîner de gala #8014,2020-02-20,34 Avenue des Chevaliers,Arthur Pendragon
1501,Souper d'apparat #8387,2015-11-15,42 Boulevard du Roi,Tristan de Bretagne
1502,Agapes fraternelles #6740,2020-03-09,159 Rue de la Paix,Tristan de Galles
1503,Déjeuner des preux #5321,2009-10-17,14 Rue de la Paix,Guenièvre de Bretagne
1504,Déjeuner des preux #6468,2016-05-04,56 Allée des Preux,Morgane Le Fay
1505,Dîner de gala #1115,2019-03-03,185 Place d'Armes,Perceval des Îles
1506,Agapes fraternelles #4578,2024-09-22,164 Chemin des Dames,Perceval de Galles
1507,Agapes fraternelles #9205,2012-10-05,84 Boulevard du Roi,Arthur de Gaule
1508,Dîner de gala #3070,2015-02-19,159 Rue de la Paix,Arthur de Gaule
1509,Banquet royal #9228,2024-11-22,81 Avenue des Chevaliers,Guenièvre de Lyonesse
1510,Déjeuner des preux #5424,2019-03-30,108 Chemin des Dames,Viviane du Lac
1511,Festin des chevaliers #4541,2018-05-08,182 Allée des Preux,Iseult de Bretagne
1512,Agapes fraternelles #3047,2012-10-03,150 Allée des Preux,Guenièvre Le Fay
1513,Souper d'apparat #2906,2024-04-20,37 Boulevard du Roi,Viviane Pendragon
1514,Dîner de gala #8885,2009-03-01,168 Boulevard du Roi,Lancelot Pendragon
1515,Festin des chevaliers #5790,2018-11-25,186 Place d'Armes,Perceval Le Fay
1516,Agapes fraternelles #9944,2022-03-26,187 Allée des Preux,Morgane du Lac
1517,Agapes fraternelles #9754,2023-10-07,64 Chemin des Dames,Élaine de Galles
1518,Festin des chevaliers #3640,2024-04-23,9 Avenue des Chevaliers,Perceval Pendragon
1519,Festin des chevaliers #3570,2007-07-25,100 Chemin des Dames,Perceval Le Fay
1520,Banquet royal #4416,2013-04-05,89 Avenue des Chevaliers,Perceval des Îles
1521,Dîner de gala #181,2021-02-02,22 Chemin des Dames,Iseult de Gaule
1522,Dîner de gala #2036,2012-06-08,64 Chemin des Dames,Morgane du Lac
1523,Banquet royal #3216,2017-11-30,54 Place d'Armes,Iseult d'Orkney
1524,Agapes fraternelles #4183,2018-01-03,36 Boulevard du Roi,Guenièvre de Gaule
1525,Déjeuner des preux #8735,2019-02-05,10 Avenue des Chevaliers,Arthur de Bretagne
1526,Souper d'apparat #4178,2004-03-23,165 Chemin des Dames,Tristan du Lac
1527,Agapes fraternelles #1049,2023-07-07,62 Chemin des Dames,Arthur du Lac
1528,Déjeuner des preux #4247,2022-03-14,24 Avenue des Chevaliers,Élaine de Galles
1529,Festin des chevaliers #7832,2023-11-11,80 Rue de la Paix,Viviane Pendragon
1530,Souper d'apparat #202,2009-03-25,91 Place d'Armes,Perceval de Bretagne
1531,Déjeuner des preux #8050,2015-04-29,175 Place d'Armes,Morgane du Lac
1532,Agapes fraternelles #5460,2019-09-08,70 Rue de la Paix,Lancelot de Cornouailles
1533,Banquet royal #6391,2018-04-02,41 Place d'Armes,Morgane de Cornouailles
1534,Agapes fraternelles #5936,2022-11-14,90 Avenue des Chevaliers,Perceval des Îles
1535,Dîner de gala #4608,2008-05-25,6 Place d'Armes,Perceval Le Fay
1536,Festin des chevaliers #9486,2023-11-14,17 Chemin des Dames,Élaine d'Orkney
1537,Souper d'apparat #2663,2012-10-05,194 Chemin des Dames,Tristan de Galles
1538,Banquet royal #3818,2018-11-02,194 Rue de la Paix,Morgane de Cornouailles
1539,Festin des chevaliers #2712,2018-10-09,181 Boulevard du Roi,Guenièvre du Lac
1540,Souper d'apparat #1496,2021-04-04,147 Boulevard du Roi,Morgane Le Fay
1541,Souper d'apparat #2303,2023-09-07,62 Place d'Armes,Tristan de Lyonesse
1542,Souper d'apparat #9172,2024-09-21,152 Chemin des Dames,Perceval Pendragon
1543,Souper d'apparat #5554,2016-11-01,150 Avenue des Chevaliers,Morgane de Gaule
1544,Déjeuner des preux #8234,2013-03-25,62 Chemin des Dames,Guenièvre de Lyonesse
1545,Dîner de gala #2673,2006-03-30,79 Place d'Armes,Morgane de Cornouailles
1546,Agapes fraternelles #9592,2016-12-02,153 Place d'Armes,Lancelot Le Fay
1547,Déjeuner des preux #6913,2014-04-30,161 Boulevard du Roi,Guenièvre de Galles
1548,Festin des chevaliers #1941,2024-08-22,170 Place d'Armes,Arthur des Îles
1549,Agapes fraternelles #5119,2024-03-24,23 Allée des Preux,Perceval de Bretagne
1550,Dîner de gala #8927,2014-03-22,33 Avenue des Chevaliers,Guenièvre de Cornouailles
1551,Agapes fraternelles #6965,2023-11-01,36 Chemin des Dames,Gauvain d'Orkney
1552,Festin des chevaliers #7981,2017-11-28,44 Allée des Preux,Guenièvre de Bretagne
1553,Souper d'apparat #7213,2018-11-10,71 Allée des Preux,Élaine Pendragon
1554,Dîner de gala #978,2022-11-17,198 Boulevard du Roi,Viviane Le Fay
1555,Déjeuner des preux #8846,2022-10-01,93 Avenue des Chevaliers,Tristan de Bretagne
1556,Souper d'apparat #1570,2014-03-07,89 Allée des Preux,Élaine d'Orkney
1557,Souper d'apparat #6383,2015-11-06,78 Avenue des Chevaliers,Arthur d'Orkney
1558,Festin des chevaliers #119,2024-10-22,185 Chemin des Dames,Lancelot Le Fay
1559,Agapes fraternelles #2743,2017-11-09,64 Place d'Armes,Gauvain de Bretagne
1560,Agapes fraternelles #8353,2019-11-04,117 Allée des Preux,Iseult de Galles
1561,Déjeuner des preux #8092,2003-12-21,58 Allée des Preux,Élaine des Îles
1562,Banquet royal #5990,2012-05-22,157 Boulevard du Roi,Guenièvre Pendragon
1563,Banquet royal #4033,2013-11-29,194 Boulevard du Roi,Lancelot de Lyonesse
1564,Souper d'apparat #8521,2023-10-31,61 Chemin des Dames,Perceval de Gaule
1565,Déjeuner des preux #4645,2018-04-29,109 Avenue des Chevaliers,Gauvain de Lyonesse
1566,Agapes fraternelles #8277,2020-04-15,110 Allée des Preux,Gauvain Pendragon
1567,Souper d'apparat #9588,2022-11-11,149 Chemin des Dames,Gauvain Pendragon
1568,Souper d'apparat #798,2018-11-22,158 Allée des Preux,Élaine de Cornouailles
1569,Agapes fraternelles #2427,2018-01-12,79 Avenue des Chevaliers,Iseult de Gaule
1570,Festin des chevaliers #2438,2023-10-22,168 Allée des Preux,Viviane de Gaule
1571,Dîner de gala #6643,2016-02-08,21 Rue de la Paix,Morgane du Lac
1572,Agapes fraternelles #983,2020-11-07,21 Place d'Armes,Morgane de Galles
1573,Agapes fraternelles #9944,2022-04-03,132 Avenue des Chevaliers,Morgane de Lyonesse
1574,Festin des chevaliers #5910,2019-07-10,29 Chemin des Dames,Élaine des Îles
1575,Souper d'apparat #2535,2024-04-05,52 Allée des Preux,Guenièvre des Îles
1576,Souper d'apparat #2624,2005-10-30,147 Place d'Armes,Tristan du Lac
1577,Banquet royal #5550,2017-04-16,36 Place d'Armes,Perceval de Bretagne
1578,Agapes fraternelles #3076,2019-04-27,50 Chemin des Dames,Perceval de Lyonesse
1579,Dîner de gala #3171,2018-06-18,101 Rue de la Paix,Élaine Pendragon
1580,Banquet royal #9720,2019-03-10,194 Chemin des Dames,Gauvain de Cornouailles
1581,Agapes fraternelles #6593,2008-03-26,57 Chemin des Dames,Arthur de Galles
1582,Agapes fraternelles #9046,2022-10-09,132 Allée des Preux,Élaine de Cornouailles
1583,Festin des chevaliers #3700,2019-02-07,123 Avenue des Chevaliers,Élaine d'Orkney
1584,Banquet royal #3208,2022-07-09,176 Place d'Armes,Élaine de Lyonesse
1585,Banquet royal #3041,2016-01-08,117 Place d'Armes,Gauvain du Lac
1586,Souper d'apparat #1545,2013-11-11,106 Boulevard du Roi,Tristan du Lac
1587,Déjeuner des preux #4406,2011-03-30,23 Avenue des Chevaliers,Viviane des Îles
1588,Festin des chevaliers #5150,2005-04-18,165 Chemin des Dames,Lancelot d'Orkney
1589,Dîner de gala #6100,2015-10-25,27 Chemin des Dames,Gauvain de Bretagne
1590,Festin des chevaliers #1959,2015-11-10,144 Avenue des Chevaliers,Perceval Pendragon
1591,Souper d'apparat #2565,2012-10-02,135 Avenue des Chevaliers,Guenièvre Le Fay
1592,Banquet royal #242,2017-04-25,134 Boulevard du Roi,Morgane de Lyonesse
1593,Souper d'apparat #4409,2020-02-25,52 Chemin des Dames,Tristan Le Fay
1594,Déjeuner des preux #9935,2021-07-15,95 Place d'Armes,Élaine du Lac
1595,Déjeuner des preux #9256,2015-10-15,58 Boulevard du Roi,Perceval de Gaule
1596,Banquet royal #9615,2022-03-10,16 Chemin des Dames,Guenièvre Le Fay
1597,Festin des chevaliers #9077,2021-11-05,180 Place d'Armes,Morgane de Gaule
1598,Dîner de gala #4936,2011-04-11,36 Place d'Armes,Lancelot de Bretagne
1599,Dîner de gala #645,2016-03-22,28 Boulevard du Roi,Iseult de Lyonesse
1600,Dîner de gala #8555,2020-11-20,115 Place d'Armes,Élaine d'Orkney
1601,Banquet royal #4679,2022-03-17,154 Allée des Preux,Gauvain de Galles
1602,Souper d'apparat #9083,2024-01-02,63 Place d'Armes,Perceval d'Orkney
1603,Festin des chevaliers #1348,2014-11-15,90 Chemin des Dames,Guenièvre des Îles
1604,Agapes fraternelles #5524,2020-04-08,66 Place d'Armes,Iseult de Gaule
1605,Festin des chevaliers #8555,2021-07-14,199 Place d'Armes,Arthur Pendragon
1606,Banquet royal #3799,2008-03-27,60 Allée des Preux,Gauvain de Lyonesse
1607,Agapes fraternelles #2799,2017-03-11,6 Allée des Preux,Morgane d'Orkney
1608,Souper d'apparat #1224,2013-10-20,42 Allée des Preux,Élaine de Gaule
1609,Déjeuner des preux #7518,2014-03-25,137 Chemin des Dames,Iseult Pendragon
1610,Agapes fraternelles #4425,2020-03-04,114 Chemin des Dames,Iseult de Bretagne
1611,Banquet royal #9338,2008-07-28,3 Chemin des Dames,Arthur de Bretagne
1612,Dîner de gala #6999,2020-11-25,105 Avenue des Chevaliers,Tristan Pendragon
1613,Dîner de gala #332,2019-08-09,90 Boulevard du Roi,Guenièvre de Gaule
1614,Déjeuner des preux #6278,2011-08-04,144 Rue de la Paix,Gauvain Pendragon
1615,Festin des chevaliers #4942,2024-12-02,153 Rue de la Paix,Tristan de Cornouailles
1616,Festin des chevaliers #4134,2020-09-30,200 Allée des Preux,Guenièvre de Lyonesse
1617,Dîner de gala #9154,2015-10-12,172 Allée des Preux,Iseult de Cornouailles
1618,Festin des chevaliers #3243,2011-11-26,197 Rue de la Paix,Perceval de Galles
1619,Déjeuner des preux #2572,2022-11-04,140 Avenue des Chevaliers,Viviane de Lyonesse
1620,Festin des chevaliers #4223,2005-01-03,12 Avenue des Chevaliers,Tristan Pendragon
1621,Déjeuner des preux #104,2008-03-11,89 Chemin des Dames,Perceval d'Orkney
1622,Dîner de gala #7443,2004-07-17,114 Rue de la Paix,Viviane de Gaule
1623,Agapes fraternelles #6960,2014-11-18,195 Place d'Armes,Guenièvre de Gaule
1624,Souper d'apparat #8991,2014-10-11,196 Allée des Preux,Lancelot d'Orkney
1625,Dîner de gala #1011,2022-02-07,173 Allée des Preux,Lancelot du Lac
1626,Festin des chevaliers #314,2011-11-08,179 Avenue des Chevaliers,Gauvain Pendragon
1627,Dîner de gala #5814,2006-04-06,96 Place d'Armes,Lancelot de Cornouailles
1628,Banquet royal #1949,2023-07-22,21 Allée des Preux,Gauvain d'Orkney
1629,Dîner de gala #1836,2018-11-23,200 Boulevard du Roi,Morgane d'Orkney
1630,Agapes fraternelles #1533,2024-04-06,97 Avenue des Chevaliers,Guenièvre de Cornouailles
1631,Déjeuner des preux #542,2013-10-14,169 Rue de la Paix,Élaine de Gaule
1632,Festin des chevaliers #9815,2018-10-12,162 Boulevard du Roi,Morgane de Bretagne
1633,Agapes fraternelles #8992,2011-10-13,182 Boulevard du Roi,Viviane du Lac
1634,Déjeuner des preux #1463,2021-10-02,151 Rue de la Paix,Gauvain de Lyonesse
1635,Déjeuner des preux #9496,2022-01-29,2 Place d'Armes,Morgane des Îles
1636,Banquet royal #8573,2024-03-06,120 Chemin des Dames,Guenièvre de Cornouailles
1637,Banquet royal #1354,2021-10-28,125 Rue de la Paix,Arthur de Bretagne
1638,Déjeuner des preux #7294,2021-10-02,170 Boulevard du Roi,Guenièvre des Îles
1639,Banquet royal #7891,2004-04-18,95 Boulevard du Roi,Iseult de Gaule
1640,Agapes fraternelles #1009,2020-04-23,12 Boulevard du Roi,Morgane de Cornouailles
1641,Banquet royal #8599,2011-05-01,132 Rue de la Paix,Morgane de Gaule
1642,Dîner de gala #3142,2024-08-12,160 Boulevard du Roi,Élaine des Îles
1643,Agapes fraternelles #8549,2007-10-30,167 Allée des Preux,Gauvain de Cornouailles
1644,Agapes fraternelles #7390,2020-03-12,117 Allée des Preux,Iseult de Galles
1645,Agapes fraternelles #9046,2020-03-09,38 Rue de la Paix,Tristan Le Fay
1646,Banquet royal #194,2023-04-09,73 Place d'Armes,Lancelot Pendragon
1647,Déjeuner des preux #6033,2018-11-04,145 Chemin des Dames,Lancelot des Îles
1648,Dîner de gala #9584,2010-04-30,63 Boulevard du Roi,Gauvain de Gaule
1649,Banquet royal #1036,2011-04-24,46 Avenue des Chevaliers,Tristan de Bretagne
1650,Agapes fraternelles #9310,2019-03-07,124 Place d'Armes,Lancelot de Bretagne
1651,Banquet royal #4773,2013-04-24,6 Boulevard du Roi,Lancelot Le Fay
1652,Banquet royal #4373,2019-12-18,35 Allée des Preux,Guenièvre de Gaule
1653,Souper d'apparat #8973,2020-03-27,39 Rue de la Paix,Iseult de Galles
1654,Festin des chevaliers #1646,2018-04-10,100 Chemin des Dames,Perceval d'Orkney
1655,Déjeuner des preux #8816,2023-10-31,78 Allée des Preux,Iseult de Bretagne
1656,Festin des chevaliers #7699,2023-12-23,163 Boulevard du Roi,Morgane de Galles
1657,Souper d'apparat #9865,2009-03-22,146 Boulevard du Roi,Lancelot Pendragon
1658,Banquet royal #7615,2011-05-21,77 Avenue des Chevaliers,Tristan des Îles
1659,Banquet royal #1953,2022-04-28,46 Avenue des Chevaliers,Gauvain de Bretagne
1660,Souper d'apparat #6270,2020-03-09,97 Allée des Preux,Élaine de Galles
1661,Souper d'apparat #6109,2017-11-30,61 Boulevard du Roi,Morgane de Cornouailles
1662,Festin des chevaliers #2717,2021-04-16,109 Boulevard du Roi,Morgane d'Orkney
1663,Banquet royal #4917,2023-10-02,6 Place d'Armes,Gauvain de Cornouailles
1664,Souper d'apparat #1700,2017-03-10,28 Avenue des Chevaliers,Iseult Pendragon
1665,Dîner de gala #8299,2012-10-13,52 Chemin des Dames,Arthur du Lac
1666,Festin des chevaliers #1295,2018-10-15,17 Boulevard du Roi,Lancelot des Îles
1667,Banquet royal #8621,2020-10-08,80 Avenue des Chevaliers,Perceval de Cornouailles
1668,Festin des chevaliers #119,2024-02-25,10 Boulevard du Roi,Morgane Le Fay
1669,Festin des chevaliers #9096,2024-08-08,83 Chemin des Dames,Tristan du Lac
1670,Agapes fraternelles #2083,2015-10-27,174 Place d'Armes,Lancelot de Gaule
1671,Dîner de gala #5516,2013-04-21,43 Chemin des Dames,Perceval de Cornouailles
1672,Festin des chevaliers #9735,2023-12-02,102 Rue de la Paix,Lancelot Le Fay
1673,Dîner de gala #2823,2009-11-19,58 Boulevard du Roi,Lancelot de Gaule
1674,Agapes fraternelles #7424,2024-10-19,11 Place d'Armes,Morgane Le Fay
1675,Agapes fraternelles #1058,2020-11-12,105 Boulevard du Roi,Arthur des Îles
1676,Souper d'apparat #874,2017-10-10,144 Chemin des Dames,Morgane du Lac
1677,Déjeuner des preux #8926,2008-09-21,24 Place d'Armes,Morgane de Bretagne
1678,Agapes fraternelles #6230,2020-11-21,176 Boulevard du Roi,Perceval de Galles
1679,Festin des chevaliers #5210,2017-03-17,22 Rue de la Paix,Gauvain des Îles
1680,Dîner de gala #3700,2017-04-29,26 Boulevard du Roi,Tristan Le Fay
1681,Dîner de gala #3118,2019-07-03,120 Allée des Preux,Élaine de Gaule
1682,Banquet royal #382,2014-11-18,76 Place d'Armes,Élaine d'Orkney
1683,Banquet royal #8091,2022-01-22,127 Allée des Preux,Perceval Pendragon
1684,Souper d'apparat #6084,2019-04-02,115 Rue de la Paix,Tristan de Cornouailles
1685,Déjeuner des preux #523,2002-10-30,179 Boulevard du Roi,Guenièvre des Îles
1686,Banquet royal #9213,2012-11-08,123 Chemin des Dames,Tristan de Lyonesse
1687,Banquet royal #3127,2016-04-06,117 Allée des Preux,Guenièvre de Gaule
1688,Souper d'apparat #5913,2016-11-09,110 Avenue des Chevaliers,Iseult Le Fay
1689,Déjeuner des preux #1737,2020-03-15,42 Place d'Armes,Viviane des Îles
1690,Agapes fraternelles #7034,2021-11-28,108 Allée des Preux,Élaine de Lyonesse
1691,Agapes fraternelles #9677,2008-10-16,154 Chemin des Dames,Lancelot de Cornouailles
1692,Souper d'apparat #1216,2004-09-18,95 Boulevard du Roi,Viviane de Bretagne
1693,Agapes fraternelles #821,2024-04-18,14 Avenue des Chevaliers,Tristan de Lyonesse
1694,Festin des chevaliers #7676,2023-04-28,105 Place d'Armes,Lancelot de Gaule
1695,Déjeuner des preux #5817,2017-11-09,177 Boulevard du Roi,Gauvain des Îles
1696,Souper d'apparat #6282,2015-03-15,184 Avenue des Chevaliers,Perceval du Lac
1697,Agapes fraternelles #1486,2021-11-12,41 Avenue des Chevaliers,Lancelot d'Orkney
1698,Festin des chevaliers #2650,2024-07-29,46 Avenue des Chevaliers,Tristan de Cornouailles
1699,Souper d'apparat #680,2019-03-09,199 Avenue des Chevaliers,Arthur du Lac
1700,Souper d'apparat #7743,2022-01-11,47 Place d'Armes,Arthur de Lyonesse
1701,Banquet royal #580,2013-11-01,170 Place d'Armes,Lancelot du Lac
1702,Déjeuner des preux #4705,2021-03-10,16 Place d'Armes,Iseult des Îles
1703,Dîner de gala #2044,2019-11-17,93 Avenue des Chevaliers,Tristan de Bretagne
1704,Festin des chevaliers #3005,2016-11-13,10 Rue de la Paix,Arthur Le Fay
1705,Déjeuner des preux #4826,2021-11-03,5 Boulevard du Roi,Morgane des Îles
1706,Festin des chevaliers #1829,2020-10-06,138 Allée des Preux,Viviane de Bretagne
1707,Festin des chevaliers #7104,2012-11-07,50 Place d'Armes,Lancelot Pendragon
1708,Agapes fraternelles #9613,2024-12-29,133 Chemin des Dames,Guenièvre Pendragon
1709,Déjeuner des preux #2761,2015-10-27,200 Avenue des Chevaliers,Tristan de Bretagne
1710,Banquet royal #2288,2023-04-15,101 Place d'Armes,Arthur du Lac
1711,Déjeuner des preux #8895,2021-10-28,163 Chemin des Dames,Guenièvre des Îles
1712,Banquet royal #7154,2014-11-10,105 Rue de la Paix,Viviane de Bretagne
1713,Dîner de gala #8394,2016-04-28,77 Chemin des Dames,Lancelot d'Orkney
1714,Agapes fraternelles #4169,2022-10-03,177 Boulevard du Roi,Lancelot de Cornouailles
1715,Agapes fraternelles #2130,2017-01-11,176 Allée des Preux,Lancelot d'Orkney
1716,Déjeuner des preux #5871,2023-10-09,105 Rue de la Paix,Lancelot de Galles
1717,Banquet royal #3719,2024-11-23,105 Allée des Preux,Morgane de Cornouailles
1718,Banquet royal #2464,2007-03-22,28 Place d'Armes,Lancelot d'Orkney
1719,Déjeuner des preux #8941,2020-03-06,164 Chemin des Dames,Perceval de Lyonesse
1720,Festin des chevaliers #833,2023-10-07,36 Place d'Armes,Perceval Pendragon
1721,Dîner de gala #5943,2022-10-20,137 Allée des Preux,Arthur de Galles
1722,Déjeuner des preux #2993,2013-12-16,133 Place d'Armes,Lancelot Le Fay
1723,Festin des chevaliers #9354,2021-03-02,178 Allée des Preux,Gauvain de Cornouailles
1724,Festin des chevaliers #2303,2022-04-28,137 Rue de la Paix,Tristan des Îles
1725,Agapes fraternelles #9347,2021-10-27,184 Avenue des Chevaliers,Iseult de Cornouailles
1726,Agapes fraternelles #3958,2016-10-05,48 Rue de la Paix,Guenièvre de Cornouailles
1727,Déjeuner des preux #4403,2004-01-10,11 Avenue des Chevaliers,Perceval Le Fay
1728,Festin des chevaliers #2594,2021-04-10,45 Avenue des Chevaliers,Morgane Le Fay
1729,Banquet royal #8378,2024-10-05,25 Allée des Preux,Iseult de Lyonesse
1730,Festin des chevaliers #1620,2018-04-05,27 Chemin des Dames,Arthur de Galles
1731,Déjeuner des preux #8473,2016-04-06,141 Chemin des Dames,Morgane des Îles
1732,Agapes fraternelles #6365,2022-09-08,185 Rue de la Paix,Iseult de Cornouailles
1733,Déjeuner des preux #5613,2021-07-10,99 Rue de la Paix,Perceval de Bretagne
1734,Festin des chevaliers #5475,2019-04-22,27 Avenue des Chevaliers,Iseult de Bretagne
1735,Dîner de gala #9182,2021-02-05,87 Boulevard du Roi,Morgane de Lyonesse
1736,Déjeuner des preux #2405,2009-12-16,23 Place d'Armes,Iseult d'Orkney
1737,Dîner de gala #3063,2018-04-12,14 Place d'Armes,Iseult de Cornouailles
1738,Festin des chevaliers #8877,2022-10-16,173 Allée des Preux,Gauvain d'Orkney
1739,Déjeuner des preux #2166,2024-06-01,89 Avenue des Chevaliers,Morgane de Gaule
1740,Souper d'apparat #5862,2010-03-20,63 Avenue des Chevaliers,Perceval de Lyonesse
1741,Banquet royal #5554,2012-03-06,115 Chemin des Dames,Arthur d'Orkney
1742,Souper d'apparat #8752,2013-03-25,8 Place d'Armes,Perceval d'Orkney
1743,Souper d'apparat #1005,2024-11-17,195 Rue de la Paix,Iseult Pendragon
1744,Agapes fraternelles #4537,2022-11-20,176 Allée des Preux,Morgane Le Fay
1745,Festin des chevaliers #3337,2013-09-28,99 Allée des Preux,Viviane du Lac
1746,Agapes fraternelles #9516,2024-10-24,186 Rue de la Paix,Iseult Le Fay
1747,Souper d'apparat #4470,2020-11-28,125 Place d'Armes,Élaine des Îles
1748,Dîner de gala #6923,2018-02-18,189 Avenue des Chevaliers,Lancelot de Lyonesse
1749,Agapes fraternelles #4423,2017-11-03,151 Boulevard du Roi,Perceval des Îles
1750,Dîner de gala #5750,2023-04-26,176 Avenue des Chevaliers,Guenièvre du Lac
1751,Dîner de gala #7772,2021-11-08,27 Allée des Preux,Tristan Le Fay
1752,Dîner de gala #3428,2013-03-18,134 Place d'Armes,Iseult de Lyonesse
1753,Dîner de gala #5308,2019-12-08,157 Chemin des Dames,Guenièvre Pendragon
1754,Banquet royal #3518,2014-01-04,31 Rue de la Paix,Lancelot du Lac
1755,Agapes fraternelles #5238,2015-05-07,79 Avenue des Chevaliers,Viviane de Lyonesse
1756,Dîner de gala #1746,2022-10-20,64 Allée des Preux,Iseult de Bretagne
1757,Banquet royal #1793,2019-12-30,184 Avenue des Chevaliers,Perceval Pendragon
1758,Souper d'apparat #8004,2002-07-31,175 Chemin des Dames,Viviane Le Fay
1759,Festin des chevaliers #4234,2003-08-29,70 Rue de la Paix,Morgane du Lac
1760,Banquet royal #6819,2019-11-19,83 Allée des Preux,Morgane de Gaule
1761,Dîner de gala #7750,2024-10-07,75 Place d'Armes,Tristan du Lac
1762,Déjeuner des preux #8734,2020-04-14,22 Place d'Armes,Tristan des Îles
1763,Festin des chevaliers #4199,2019-05-20,31 Avenue des Chevaliers,Arthur de Galles
1764,Festin des chevaliers #3286,2007-02-22,168 Boulevard du Roi,Iseult des Îles
1765,Déjeuner des preux #2628,2017-06-07,37 Rue de la Paix,Viviane Pendragon
1766,Souper d'apparat #851,2013-04-13,86 Avenue des Chevaliers,Élaine de Bretagne
1767,Banquet royal #2935,2006-10-05,16 Rue de la Paix,Viviane de Galles
1768,Dîner de gala #7972,2015-11-16,113 Avenue des Chevaliers,Tristan de Lyonesse
1769,Agapes fraternelles #3833,2005-10-12,129 Boulevard du Roi,Arthur Le Fay
1770,Festin des chevaliers #6751,2023-07-27,95 Rue de la Paix,Arthur de Lyonesse
1771,Festin des chevaliers #4721,2024-03-09,112 Allée des Preux,Perceval de Cornouailles
1772,Festin des chevaliers #7564,2019-11-21,35 Avenue des Chevaliers,Perceval de Lyonesse
1773,Dîner de gala #3144,2007-02-07,88 Boulevard du Roi,Gauvain des Îles
1774,Souper d'apparat #4095,2014-12-12,195 Boulevard du Roi,Viviane du Lac
1775,Agapes fraternelles #9521,2010-02-06,37 Place d'Armes,Iseult du Lac
1776,Festin des chevaliers #8265,2011-09-19,9 Place d'Armes,Tristan des Îles
1777,Festin des chevaliers #5734,2020-10-18,90 Avenue des Chevaliers,Élaine Le Fay
1778,Agapes fraternelles #3208,2023-10-31,93 Rue de la Paix,Morgane des Îles
1779,Dîner de gala #316,2006-10-17,30 Boulevard du Roi,Perceval du Lac
1780,Dîner de gala #7173,2020-07-26,129 Chemin des Dames,Élaine des Îles
1781,Dîner de gala #2245,2022-10-13,123 Avenue des Chevaliers,Arthur de Cornouailles
1782,Banquet royal #3512,2017-07-22,28 Boulevard du Roi,Viviane Le Fay
1783,Festin des chevaliers #3824,2023-04-20,97 Allée des Preux,Tristan d'Orkney
1784,Dîner de gala #7902,2016-01-31,21 Rue de la Paix,Arthur Pendragon
1785,Agapes fraternelles #4883,2006-11-04,49 Allée des Preux,Gauvain de Lyonesse
1786,Agapes fraternelles #3938,2023-04-12,101 Boulevard du Roi,Morgane Pendragon
1787,Déjeuner des preux #228,2010-10-13,59 Allée des Preux,Lancelot Le Fay
1788,Banquet royal #50,2019-09-17,108 Allée des Preux,Guenièvre de Galles
